idDocumento,numDoc,folioDoc,folioUnico,origenFactura,tipoFactura,tipoDocAsociado,nomProveedor,rutProveedor,centroGestion,fechaSistema,fechaEmision,fechaEstimadaPago,fechaRecepSII,fechaRecepcion,moneda,montoTotal,estadoDoc,estadoAsociacion,estadoPago,estadoPagoSii,FechaIngreso,ConceptoCompras,Cliente,Proveedor,Honorario,Empleado,Cuenta,Cuenta 2,Centro,Unidad de Negocio,Estado,montoNeto,montoNoAfectoOExento
30919228,1416-207,1416-207,28,Factura Electrónica (iHub),Factura Electrónica ,Estado de Pago,HARDWARE SUPPLY SPA,77787496-9,1416 Santa Isabel MPV,2025-06-30T09:24:11.52,2025-06-29T00:00:00,2025-07-30T00:00:00,29-06-2025,2025-06-30T00:00:00,$,47805439.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/30/2025 17:23:30,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1416,SISA MPV,Activo,40172638.0,0.0
30920718,1417-204,1417-204,2495,Factura Electrónica (iHub),Factura Electrónica ,Sin Documento Asociado,CONKRISTAL SPA,76635660-5,1417 Marathon EU Viña,2025-06-30T11:12:31.793,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,9220669.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,04/18/2024 19:29:19,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1417,Marathon EU Viña,Activo,7748461.0,0.0
30920938,1411-217,1411-217,16568,Factura Electrónica (iHub),Factura Electrónica ,Sin Documento Asociado,GALVAINSTALACIONES ADRIANNE LIMITA DA,78570590-4,1411 Casino Inacap Valpo,2025-06-30T11:22:54.2,2025-06-27T00:00:00,2025-07-27T00:00:00,27-06-2025,2025-06-27T00:00:00,$,737800.0,Ingresada,No Asociada,Sin Pagos,Sin Pagos,01/27/2025 21:49:55,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1411,Casino Inacap Valpo,Activo,620000.0,0.0
30921136,1416-208,1416-208,172,Factura Electrónica (iHub),Factura Electrónica ,Estado de Pago,VALDES CONSTRUCCIONES SPA,77752118-7,1416 Santa Isabel MPV,2025-06-30T11:34:52.97,2025-06-29T00:00:00,2025-07-29T00:00:00,29-06-2025,2025-06-29T00:00:00,$,1994658.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,07/29/2024 15:28:03,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1416,SISA MPV,Activo,1676183.0,0.0
30921140,1416-209,1416-209,173,Factura Electrónica (iHub),Factura Electrónica ,Estado de Pago,VALDES CONSTRUCCIONES SPA,77752118-7,1416 Santa Isabel MPV,2025-06-30T11:35:12.04,2025-06-29T00:00:00,2025-07-29T00:00:00,29-06-2025,2025-06-29T00:00:00,$,1695750.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,07/29/2024 15:28:03,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1416,SISA MPV,Activo,1425000.0,0.0
30921233,1416-210,1416-210,531470,Factura Electrónica (iHub),Factura Electrónica ,Recepción,Comercial Soluex SPA,76072694-K,1416 Santa Isabel MPV,2025-06-30T11:44:06.463,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,99341.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,06/30/2025 16:56:17,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1416,SISA MPV,Activo,83480.0,0.0
30921243,1418-138,1418-138,496,Factura Electrónica (iHub),Factura Electrónica ,Recepción,A&K Mármoles y Servicios SPA,76627121-9,1418 Piso 8 Costanera Center,2025-06-30T11:44:54.31,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,1100750.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,05/06/2024 21:35:56,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1418,Piso 8 Costanera Center,Activo,925000.0,0.0
30921293,1416-211,1416-211,5,Factura Electrónica (iHub),Factura Electrónica ,Estado de Pago,CONSTRUCCIONES EZEPE INSTALACIONES SPA,78063176-7,1416 Santa Isabel MPV,2025-06-30T11:50:10.77,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,7548766.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,06/06/2025 14:16:42,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1416,SISA MPV,Activo,6343501.0,0.0
30921307,1418-139,1418-139,2496,Factura Electrónica (iHub),Factura Electrónica ,Recepción,CONKRISTAL SPA,76635660-5,1418 Piso 8 Costanera Center,2025-06-30T11:51:11.207,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,268464.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,04/18/2024 19:29:19,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1418,Piso 8 Costanera Center,Activo,225600.0,0.0
30921332,1416-212,1416-212,2516365,Factura Electrónica (iHub),Factura Electrónica ,Recepción,YOLITO BALART HERMANOS LTDA.,80565900-9,1416 Santa Isabel MPV,2025-06-30T11:52:06.773,2025-06-27T00:00:00,2025-07-27T00:00:00,27-06-2025,2025-06-27T00:00:00,$,64215.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/02/2024 15:10:59,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1416,SISA MPV,Activo,53962.0,0.0
30923495,1418-140,1418-140,440,Factura Electrónica (iHub),Factura Electrónica ,Sin Documento Asociado,SOCIEDAD COMERCIAL GUI?EZ SPA,77599461-4,1418 Piso 8 Costanera Center,2025-06-30T13:56:02.26,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,US$,1946080.0,Ingresada,Parcialmente Asociada,Sin Pagos,Pago Crédito,07/02/2025 15:49:00,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1418,Piso 8 Costanera Center,Activo,1635361.0,0.0
30924126,1270-823,1270-823,BH 256,Factura Electrónica,Boleta Honorarios,Recepción,CONSTANZA CARREÑO BARAHONA,18568376-1,1270 Oficina ICC,2025-06-30T14:43:02.48,2025-06-30T00:00:00,2025-07-30T00:00:00,Sin información,2025-06-30T00:00:00,$,882024.0,Rechazada,Totalmente Asociada,Sin Pagos,Sin Pagos,05/02/2024 16:14:58,,N,N,S,S,,,1270,Oficina Central,Activo,0.0,882024.0
30924241,1314-65,1314-65,BH 254,Factura Electrónica,Boleta Honorarios,Recepción,CONSUELO NERY SUAREZ HUAMAN,22390336-3,1314 Ivan Avendaño,2025-06-30T14:52:15.87,2025-06-30T00:00:00,2025-07-30T00:00:00,Sin información,2025-06-30T00:00:00,$,595000.0,Aprobada,Totalmente Asociada,Pagada,Sin Pagos,10/08/2024 15:24:54,,N,N,S,N,,,1314,Ivan Avendaño,Activo,0.0,595000.0
30924928,1417-206,1417-206,2497,Factura Electrónica (iHub),Factura Electrónica ,Estado de Pago,CONKRISTAL SPA,76635660-5,1417 Marathon EU Viña,2025-06-30T15:17:26.117,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,7748461.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,04/18/2024 19:29:19,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1417,Marathon EU Viña,Activo,6511312.0,0.0
30924980,1417-207,1417-207,2679,Factura Electrónica (iHub),Factura Electrónica ,Estado de Pago,ECOCRECE SPA,77041171-8,1417 Marathon EU Viña,2025-06-30T15:18:39.687,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,3185490.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/02/2024 15:54:55,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1417,Marathon EU Viña,Activo,2676882.0,0.0
30926832,1416-213,1416-213,6612863,Factura Electrónica (iHub),Factura Electrónica ,Recepción,ELECTROCOM S.A.,96355000-6,1416 Santa Isabel MPV,2025-06-30T18:01:00.85,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,498772.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/02/2024 15:54:57,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1416,SISA MPV,Activo,419136.0,0.0
30926865,1416-214,1416-214,21038,Factura Electrónica (iHub),Factura Electrónica ,Recepción,MERIDA SEGURIDAD INDUSTRIAL SPA,76364845-1,1416 Santa Isabel MPV,2025-06-30T18:04:04.927,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,289170.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,04/23/2024 13:35:32,EPP,N,S,N,N,4.01.02.04,4.01.02.04 Otros costos de explotación,1416,SISA MPV,Activo,243000.0,0.0
30926878,1270-824,1270-824,739,Factura Electrónica (iHub),Factura No Afecta o Exenta Electrónica ,Recepción,ASESOR?AS MORENO & CIA LIMITADA,76510424-6,1270 Oficina ICC,2025-06-30T18:05:16.043,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,1200000.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,06/10/2025 18:16:36,,,S,,,,,1270,Oficina Central,Activo,0.0,1200000.0
30926887,1420-14,1420-14,526039,Factura Electrónica (iHub),Factura Electrónica ,Recepción,GB INGENIERIA EN FIJACIONES S.A.,99530740-5,1420 Unimarc PA Colina Brisas del Norte,2025-06-30T18:06:13.553,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,53431.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,01/27/2025 21:26:56,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1420,SMU Brisas del Norte,Activo,44900.0,0.0
30926898,1420-15,1420-15,526037,Factura Electrónica (iHub),Factura Electrónica ,Recepción,GB INGENIERIA EN FIJACIONES S.A.,99530740-5,1420 Unimarc PA Colina Brisas del Norte,2025-06-30T18:07:15.317,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,45220.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,01/27/2025 21:26:56,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1420,SMU Brisas del Norte,Activo,38000.0,0.0
30926911,1418-142,1418-142,3479348,Factura Electrónica (iHub),Factura Electrónica ,Recepción,AUSIN HNOS. S.A.,81293200-4,1418 Piso 8 Costanera Center,2025-06-30T18:09:18.633,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,162807.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,04/18/2024 19:29:20,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1418,Piso 8 Costanera Center,Activo,136813.0,0.0
30926933,1420-16,1420-16,3479350,Factura Electrónica (iHub),Factura Electrónica ,Recepción,AUSIN HNOS. S.A.,81293200-4,1420 Unimarc PA Colina Brisas del Norte,2025-06-30T18:10:35.9,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,510754.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,04/18/2024 19:29:20,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1420,SMU Brisas del Norte,Activo,429205.0,0.0
30926964,1413-415,1413-415,3479349,Factura Electrónica (iHub),Factura Electrónica ,Recepción,AUSIN HNOS. S.A.,81293200-4,1413 Inacap Apoquindo acceso univ y otros,2025-06-30T18:13:35.393,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,226508.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,04/18/2024 19:29:20,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1413,Inacap Apoquindo,Activo,190343.0,0.0
30926985,1416-215,1416-215,3479320,Factura Electrónica (iHub),Factura Electrónica ,Recepción,AUSIN HNOS. S.A.,81293200-4,1416 Santa Isabel MPV,2025-06-30T18:16:30.81,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,639458.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,04/18/2024 19:29:20,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1416,SISA MPV,Activo,537360.0,0.0
30926997,1418-143,1418-143,37984,Factura Electrónica (iHub),Factura Electrónica ,Recepción,MULTIMETAL LTDA.,77589080-0,1418 Piso 8 Costanera Center,2025-06-30T18:18:01.603,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,718848.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,04/18/2024 19:29:13,Arriendos obras,N,S,N,N,4.01.02.03,4.01.02.03 Arriendos de Maquinarias y Equipos,1418,Piso 8 Costanera Center,Activo,604074.0,0.0
30927003,1420-17,1420-17,525838,Factura Electrónica (iHub),Factura Electrónica ,Recepción,GB INGENIERIA EN FIJACIONES S.A.,99530740-5,1420 Unimarc PA Colina Brisas del Norte,2025-06-30T18:19:49.263,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,228361.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,01/27/2025 21:26:56,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1420,SMU Brisas del Norte,Activo,191900.0,0.0
30927008,1418-144,1418-144,2715553,Factura Electrónica (iHub),Factura Electrónica ,Recepción,TRECK S.A.,96542490-3,1418 Piso 8 Costanera Center,2025-06-30T18:20:40.363,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,359297.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,06/16/2025 21:30:34,EPP,N,S,N,N,4.01.02.04,4.01.02.04 Otros costos de explotación,1418,Piso 8 Costanera Center,Activo,301930.0,0.0
30927023,1418-145,1418-145,3479052,Factura Electrónica (iHub),Factura Electrónica ,Recepción,AUSIN HNOS. S.A.,81293200-4,1418 Piso 8 Costanera Center,2025-06-30T18:22:21.95,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,984270.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,04/18/2024 19:29:20,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1418,Piso 8 Costanera Center,Activo,827118.0,0.0
30927027,1420-18,1420-18,14725,Factura Electrónica (iHub),Factura Electrónica ,Recepción,SOCIEDAD COMERCIAL A Y V LTDA.,77854170-K,1420 Unimarc PA Colina Brisas del Norte,2025-06-30T18:23:19.183,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,450415.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,07/02/2025 15:49:39,Arriendos obras,N,S,N,N,4.01.02.03,4.01.02.03 Arriendos de Maquinarias y Equipos,1420,SMU Brisas del Norte,Activo,378500.0,0.0
30927031,1270-825,1270-825,406,Factura Electrónica (iHub),Factura Electrónica ,Recepción,KOLORO DISE?O SPA,76692084-5,1270 Oficina ICC,2025-06-30T18:26:00.637,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,154700.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,04/18/2024 19:29:14,Gastos Generales,N,S,N,N,4.01.03.22,4.01.03.22 Gastos Generales,1270,Oficina Central,Activo,130000.0,0.0
30927040,1418-146,1418-146,769276,Factura Electrónica (iHub),Factura Electrónica ,Recepción,COMERCIAL HISPANO CHILENA LIMITADA,79903920-6,1418 Piso 8 Costanera Center,2025-06-30T18:28:40.207,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,83809.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/06/2024 21:35:16,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1418,Piso 8 Costanera Center,Activo,70428.0,0.0
30927046,1416-216,1416-216,206298,Factura Electrónica (iHub),Factura Electrónica ,Recepción,COMERCIAL L&B SPA,76339549-9,1416 Santa Isabel MPV,2025-06-30T18:31:07.567,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,863654.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/23/2024 21:29:13,,,S,,,,,1416,SISA MPV,Activo,725760.0,0.0
30927757,1270-826,1270-826,21037,Factura Electrónica (iHub),Factura Electrónica ,Recepción,MERIDA SEGURIDAD INDUSTRIAL SPA,76364845-1,1270 Oficina ICC,2025-06-30T19:57:02.24,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,133090.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,04/23/2024 13:35:32,EPP,N,S,N,N,4.01.02.04,4.01.02.04 Otros costos de explotación,1270,Oficina Central,Activo,111840.0,0.0
30927763,1420-19,1420-19,34799999,Factura Electrónica (iHub),Factura Electrónica ,Recepción,EASY RETAIL S.A.,76568660-1,1420 Unimarc PA Colina Brisas del Norte,2025-06-30T19:57:09.373,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,107024.0,Ingresada,Parcialmente Asociada,Sin Pagos,Pago Crédito,04/18/2024 19:29:13,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1420,SMU Brisas del Norte,Activo,89936.0,0.0
30928930,1420-20,1420-20,13897591,Factura Electrónica (iHub),Factura Electrónica ,Recepción,PROVEEDORES INTEGRALES PRISA S.A.,96556940-5,1420 Unimarc PA Colina Brisas del Norte,2025-06-30T21:12:42.967,2025-07-01T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,141401.0,Ingresada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/23/2024 21:29:12,Art. varios oficina,N,S,N,N,4.01.03.04,4.01.03.04 Articulos de Oficina,1420,SMU Brisas del Norte,Activo,118824.0,0.0
30931156,1418-147,1418-147,769544,Factura Electrónica (iHub),Factura Electrónica ,Recepción,COMERCIAL HISPANO CHILENA LIMITADA,79903920-6,1418 Piso 8 Costanera Center,2025-06-30T23:36:28.907,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,1964495.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/06/2024 21:35:16,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1418,Piso 8 Costanera Center,Activo,1650836.0,0.0
30931261,1417-208,1417-208,318543,Factura Electrónica (iHub),Factura Electrónica ,Recepción,SK RENTAL S.A.,96777170-8,1417 Marathon EU Viña,2025-06-30T23:42:14.847,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,618800.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,12/10/2024 13:37:02,Arriendos obras,N,S,N,N,4.01.02.03,4.01.02.03 Arriendos de Maquinarias y Equipos,1417,Marathon EU Viña,Activo,520000.0,0.0
30931309,1418-148,1418-148,736089,Factura Electrónica (iHub),Factura Electrónica ,Recepción,PROTEKNICA S.A. ,76299244-2,1418 Piso 8 Costanera Center,2025-06-30T23:43:38.5,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,26799.0,Aprobada,Totalmente Asociada,Sin Pagos,Sin Pagos,06/30/2025 16:56:16,EPP,N,S,N,N,4.01.02.04,4.01.02.04 Otros costos de explotación,1418,Piso 8 Costanera Center,Activo,22520.0,0.0
30931686,1270-827,1270-827,11799391,Factura Electrónica (iHub),Factura Electrónica ,Recepción,DIMERC S.A.,96670840-9,1270 Oficina ICC,2025-07-01T01:19:51.003,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,230315.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,04/23/2024 13:35:32,Art. varios oficina,N,S,N,N,4.01.03.04,4.01.03.04 Articulos de Oficina,1270,Oficina Central,Activo,193542.0,0.0
30931985,1418-149,1418-149,2517545,Factura Electrónica (iHub),Factura Electrónica ,Recepción,YOLITO BALART HERMANOS LTDA.,80565900-9,1418 Piso 8 Costanera Center,2025-07-01T01:34:38.32,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,278002.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/02/2024 15:10:59,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1418,Piso 8 Costanera Center,Activo,233615.0,0.0
30932076,1418-150,1418-150,2517544,Factura Electrónica (iHub),Factura Electrónica ,Recepción,YOLITO BALART HERMANOS LTDA.,80565900-9,1418 Piso 8 Costanera Center,2025-07-01T01:38:46.857,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,1962176.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/02/2024 15:10:59,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1418,Piso 8 Costanera Center,Activo,1648887.0,0.0
30933498,1418-151,1418-151,553,Factura Electrónica (iHub),Factura Electrónica ,Recepción,SERVICIOS DE TRANSPORTES LUNA BARRERA JIMENEZ E.I.R.L.,77486969-7,1418 Piso 8 Costanera Center,2025-07-01T09:17:39.393,2025-07-01T00:00:00,2025-07-31T00:00:00,01-07-2025,2025-07-01T00:00:00,$,136850.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/23/2024 21:29:15,Fletes / Retiro escombros,N,S,N,N,4.01.02.04,4.01.02.04 Otros costos de explotación,1418,Piso 8 Costanera Center,Activo,115000.0,0.0
30934496,1270-828,1270-828,68808,Factura Electrónica (iHub),Factura Electrónica ,Recepción,BDEBUENO SPA,76624425-4,1270 Oficina ICC,2025-07-01T11:12:01.65,2025-07-01T00:00:00,2025-07-31T00:00:00,01-07-2025,2025-07-01T00:00:00,$,43928.0,Aprobada,Totalmente Asociada,Sin Pagos,Sin Pagos,05/09/2025 15:29:52,Gastos Generales,N,S,N,N,4.01.03.22,4.01.03.22 Gastos Generales,1270,Oficina Central,Activo,36914.0,0.0
30934507,1314-66,1314-66,23646,Factura Electrónica (iHub),Factura No Afecta o Exenta Electrónica ,Recepción,COMERCIAL ACONCAGUA LIMITADA,76337293-6,1314 Ivan Avendaño,2025-07-01T11:12:59.61,2025-07-01T00:00:00,2025-07-31T00:00:00,01-07-2025,2025-07-01T00:00:00,$,86800.0,Aprobada,Totalmente Asociada,Sin Pagos,Sin Pagos,04/18/2024 19:29:23,Arriendos oficina,N,S,N,N,4.01.03.11,4.01.03.11 Arriendos,1314,Ivan Avendaño,Activo,0.0,86800.0
30934521,1413-416,1413-416,1301,Factura Electrónica (iHub),Factura Electrónica ,Recepción,ASEOS DOÑA ISIDORA LIMITADA,76813609-2,1413 Inacap Apoquindo acceso univ y otros,2025-07-01T11:14:36.86,2025-07-01T00:00:00,2025-07-31T00:00:00,01-07-2025,2025-07-01T00:00:00,$,1497020.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,08/01/2024 19:59:43,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1413,Inacap Apoquindo,Activo,1258000.0,0.0
30934560,1416-217,1416-217,6612865,Factura Electrónica (iHub),Factura Electrónica ,Recepción,ELECTROCOM S.A.,96355000-6,1416 Santa Isabel MPV,2025-07-01T11:17:23.75,2025-06-30T00:00:00,2025-07-30T00:00:00,30-06-2025,2025-06-30T00:00:00,$,92463.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/02/2024 15:54:57,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1416,SISA MPV,Activo,77700.0,0.0
30934925,1413-417,1413-417,2516234,Factura Electrónica (iHub),Factura Electrónica ,Recepción,YOLITO BALART HERMANOS LTDA.,80565900-9,1413 Inacap Apoquindo acceso univ y otros,2025-07-01T11:38:13.103,2025-06-27T00:00:00,2025-07-27T00:00:00,27-06-2025,2025-06-27T00:00:00,$,82742.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/02/2024 15:10:59,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1413,Inacap Apoquindo,Activo,69531.0,0.0
30935855,1270-829,1270-829,3948,Factura Electrónica (iHub),Factura Electrónica ,Recepción,MUTUAL DE SEGUROS DE CHILE,70015730-K,1270 Oficina ICC,2025-07-01T12:48:11.06,2025-07-01T00:00:00,2025-07-31T00:00:00,01-07-2025,2025-07-01T00:00:00,$,4252515.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,04/18/2024 19:23:46,Arriendos oficina,S,S,N,N,4.01.03.11,4.01.03.11 Arriendos,1270,Oficina Central,Activo,3573542.0,0.0
30935857,1270-830,1270-830,3947,Factura Electrónica (iHub),Factura Electrónica ,Recepción,MUTUAL DE SEGUROS DE CHILE,70015730-K,1270 Oficina ICC,2025-07-01T12:48:21.853,2025-07-01T00:00:00,2025-07-31T00:00:00,01-07-2025,2025-07-01T00:00:00,$,5065632.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,04/18/2024 19:23:46,Arriendos oficina,S,S,N,N,4.01.03.11,4.01.03.11 Arriendos,1270,Oficina Central,Activo,4256834.0,0.0
30935873,1418-152,1418-152,517,Factura Electrónica (iHub),Factura Electrónica ,Recepción,NEWTON ELEVADORES SPA,76711141-K,1418 Piso 8 Costanera Center,2025-07-01T12:49:19.453,2025-07-01T00:00:00,2025-07-31T00:00:00,01-07-2025,2025-07-01T00:00:00,$,773500.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,06/23/2025 15:03:17,Otros costos de explotación,N,S,N,N,4.01.02.04,4.01.02.04 Otros costos de explotación,1418,Piso 8 Costanera Center,Activo,650000.0,0.0
30935883,1416-218,1416-218,7684,Factura Electrónica (iHub),Factura Electrónica ,Recepción,GUNTHER IVAN QUEZADA URQUHART,9773655-3,1416 Santa Isabel MPV,2025-07-01T12:50:35.397,2025-07-01T00:00:00,2025-07-31T00:00:00,01-07-2025,2025-07-01T00:00:00,$,220727.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,07/02/2025 15:49:01,Art. varios oficina,N,S,N,N,4.01.03.04,4.01.03.04 Articulos de Oficina,1416,SISA MPV,Activo,185485.0,0.0
30935932,1416-219,1416-219,209,Factura Electrónica (iHub),Factura Electrónica ,Recepción,"SERVICIOS, ARRIENDO DE ANDAMIOS Y MONTAJE AUSTRAL SPA",76911573-0,1416 Santa Isabel MPV,2025-07-01T12:53:35.907,2025-07-01T00:00:00,2025-07-31T00:00:00,01-07-2025,2025-07-01T00:00:00,$,2018764.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,06/16/2025 21:30:37,Arriendos obras,N,S,N,N,4.01.02.03,4.01.02.03 Arriendos de Maquinarias y Equipos,1416,SISA MPV,Activo,1696440.0,0.0
